total_patients,high_risk_patients,high_risk_percentage,avg_risk_score,avg_survival_years,recovery_rate_percentage,smoker_percentage,created_timestamp
1200,49,4.083333333333333,1.1966666666666668,2.556390977443609,18.916666666666668,0,2026-03-02T04:55:10.342Z
